IDPlots	IDGroup	Periode	PlotWeight	Paired_1_2	DivK	Div	NbHerb	NbOudbos	NbSpecRare	NbBos	NbOpen	NbEdge	NbIndif	NbUitheems	OwnerType	ForestAge	Frag	fPeriode	fpnv	fpnvGroup	Rand	FragInv	Fragclass	Bos01
232024	232024_2	2	1	FALSE	2.11133138576451	9.05902745344872	11	1	0	0	0	0	7	0	Public	recent	0.6426104	2	20	Elzenbroekbos	Volledig in bos	0.3573896	25% tot < 50%	0
232032	232032_2	2	1	FALSE	1.77443647335665	7.49997105372545	11	1	0	0	0	0	7	0	Public	recent	0.7647126	2	20	Elzenbroekbos	Volledig in bos	0.2352874	5% tot < 25%	0
232037	232037_2	2	1	FALSE	2.16686125798134	10.1560109151945	17	2	0	2	0	0	8	0	Private	recent	0.5752961	2	40	Elzen-vogelkersbos	Volledig in bos	0.4247039	25% tot < 50%	1
232054	232054_1	1	1	FALSE	2.21282104513638	11.1092609897484	27	7	0	5	1	1	14	0	Private	recent	0.5993638	1	40	Elzen-vogelkersbos	Volledig in bos	0.4006362	25% tot < 50%	1
232054	232054_2	2	1	FALSE	2.62125845633992	14.4001678441776	37	3	0	5	1	1	20	1	Private	recent	0.5993638	2	40	Elzen-vogelkersbos	Volledig in bos	0.4006362	25% tot < 50%	1
232060	232060_1	2	1	FALSE	2.31556292103139	12.3642101495799	29	5	0	4	1	0	16	0	Private	oud	0.4153715	2	69	Eiken-beukenbos	Volledig in bos	0.5846285	50% tot < 75%	1
232063	232063_2	2	1	FALSE	1.6285292005084	5.0963734599714	10	0	0	0	0	0	7	0	Private	NA	0.4259081	2	69	Eiken-beukenbos	Volledig in bos	0.5740919	50% tot < 75%	0
232075	232075_1	2	1	FALSE	0.181942177564308	1.22192808247938	4	1	0	0	0	0	2	0	Private	recent	0.6577703	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3422297	25% tot < 50%	0
232092	232092_2	2	1	FALSE	1.09861228866811	6.59753955386447	3	1	0	1	0	0	0	0	Private	recent	0.7423149	2	40	Elzen-vogelkersbos	Volledig in bos	0.2576851	25% tot < 50%	1
232093	232093_1	2	1	FALSE	1.6138603660536	5.44087393704221	20	3	0	4	1	2	6	0	Private	recent	0.7470167	2	40	Elzen-vogelkersbos	Volledig in bos	0.2529833	25% tot < 50%	1
232098	232098_1	1	1	FALSE	1.24443229859109	3.47096376888952	14	0	0	0	2	1	7	1	Private	recent	0.565919	1	50	Eiken-haagbeukenbos	Volledig in bos	0.434081	25% tot < 50%	0
232098	232098_2	2	1	FALSE	0.58237261244389	1.97672600785094	9	0	0	1	0	0	6	0	Private	recent	0.565919	2	50	Eiken-haagbeukenbos	Volledig in bos	0.434081	25% tot < 50%	1
232100	232100_1	1	1	FALSE	NA	1.64938488846612	0	0	0	0	0	0	0	0	Private	recent	0.7914851	1	68	Eiken-beukenbos	Volledig in bos	0.2085149	5% tot < 25%	0
232100	232100_2	2	1	FALSE	0	2.11965974408157	1	0	0	0	0	0	0	0	Private	recent	0.7914851	2	68	Eiken-beukenbos	Volledig in bos	0.2085149	5% tot < 25%	0
232102	232102_1	1	1	FALSE	0.545148741298885	2.04453561052575	7	1	0	2	0	0	3	0	Public	recent	NA	1	40	Elzen-vogelkersbos	Volledig in bos	NA	NA	1
232153	232153_1	2	1	FALSE	0	1.35137000719596	1	0	0	0	0	0	0	0	Public	oud	0.7996701	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2003299	5% tot < 25%	0
232154	232154_2	2	1	FALSE	0.925066841778651	2.79888566557447	12	8	0	4	0	0	4	0	Public	oud	0.7778848	2	69	Eiken-beukenbos	Volledig in bos	0.2221152	5% tot < 25%	1
233006	233006_2	2	1	FALSE	1.27147508689162	3.82413259032907	18	0	0	0	2	0	4	0	Public	NA	0.7241755	2	40	Elzen-vogelkersbos	Volledig in bos	0.2758245	25% tot < 50%	0
233008	233008_1	1	1	FALSE	1.09861228866811	4	3	0	0	0	1	0	0	0	Public	recent	0.6251448	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3748552	25% tot < 50%	0
233008	233008_2	2	1	FALSE	1.35402907317944	4.36654050431622	7	0	0	0	1	1	1	0	Public	recent	0.6251448	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3748552	25% tot < 50%	0
233010	233010_2	2	1	FALSE	1.82051374580967	6.23291846208165	25	1	0	1	1	2	17	1	Private	NA	0.6871486	2	14	Wilgenvloedbos	Volledig in bos	0.3128514	25% tot < 50%	1
233018	233018_1	1	1	FALSE	1.76245368368961	7.04403812032552	8	0	0	3	0	0	2	0	Public	recent	0.7289463	1	14	Wilgenvloedbos	Volledig in bos	0.2710537	25% tot < 50%	1
233018	233018_2	2	1	FALSE	0.740769098888032	3.97921168213826	11	2	0	1	0	1	5	0	Public	recent	0.7289463	2	14	Wilgenvloedbos	Volledig in bos	0.2710537	25% tot < 50%	1
233028	233028_2	2	1	FALSE	0.959282408394165	3.59212955576828	10	0	0	1	0	0	6	0	Public	recent	0.5948478	2	40	Elzen-vogelkersbos	Volledig in bos	0.4051522	25% tot < 50%	1
233029	233029_2	2	0.9	FALSE	0.944923353923634	3.19393660851544	6	0	0	0	0	1	2	0	Private	recent	0.7501708	2	50	Eiken-haagbeukenbos	Rand	0.2498292	5% tot < 25%	0
233040	233040_1	1	1	FALSE	0.569787651992283	1.85928529456478	11	0	0	0	0	0	9	1	Private	recent	NA	1	14	Wilgenvloedbos	Volledig in bos	NA	NA	0
233040	233040_2	2	1	FALSE	1.06169287078101	2.91606229330527	9	0	0	0	0	0	6	1	Public	recent	NA	2	14	Wilgenvloedbos	Volledig in bos	NA	NA	0
233045	233045_2	2	1	FALSE	0.617241769730342	4.07964935850595	2	0	0	0	0	0	1	0	Public	NA	0.5345197	2	69	Eiken-beukenbos	Volledig in bos	0.4654803	25% tot < 50%	0
233054	233054_1	1	1	FALSE	NA	1	0	0	0	0	0	0	0	0	Public	recent	0.7694356	1	14	Wilgenvloedbos	Volledig in bos	0.2305644	5% tot < 25%	0
233054	233054_2	2	0.92	FALSE	0.23547067224597	2.60945081765626	3	1	0	1	0	0	1	0	Public	recent	0.7694356	2	14	Wilgenvloedbos	Rand	0.2305644	5% tot < 25%	1
233070	233070_1	1	1	FALSE	NA	2.3811015779523	0	0	0	0	0	0	0	0	Public	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
233083	233083_1	1	1	FALSE	0.995191183579603	2.70524148959441	11	0	0	0	1	0	6	0	Private	recent	0.2937384	1	69	Eiken-beukenbos	Volledig in bos	0.7062616	50% tot < 75%	0
233083	233083_2	2	0.78	FALSE	1.35803535947596	3.77023532669302	9	2	0	1	1	0	5	0	Private	recent	0.2937384	2	69	Eiken-beukenbos	Rand	0.7062616	50% tot < 75%	1
233115	233115_1	1	1	FALSE	1.60076069093136	5.14580637277952	14	0	0	1	0	0	12	0	Private	recent	NA	1	69	Eiken-beukenbos	Volledig in bos	NA	NA	1
233118	233118_2	2	0.62	FALSE	2.12291429152838	8.92579733458975	21	4	0	2	1	1	11	1	Private	recent	0.185829	2	40	Elzen-vogelkersbos	Rand	0.814171	75% tot < 95%	1
233133	233133_1	1	1	FALSE	0.807535937287274	2.981007877022	7	5	0	3	0	0	1	0	Private	recent	NA	1	69	Eiken-beukenbos	Volledig in bos	NA	NA	1
234003	234003_2	2	0.86	FALSE	1.89590964136089	7.79635398996438	18	3	0	1	1	2	6	0	Public	NA	0.3990834	2	69	Eiken-beukenbos	Rand	0.6009166	50% tot < 75%	1
234013	234013_1	2	1	FALSE	0.0809940823333351	1.08436447964024	2	0	0	0	0	0	1	0	Public	recent	0.6148133	2	69	Eiken-beukenbos	Volledig in bos	0.3851867	25% tot < 50%	0
234020	234020_1	1	1	FALSE	1.60627714347772	6.60380794479514	16	2	0	1	0	1	10	0	Public	recent	NA	1	14	Wilgenvloedbos	Volledig in bos	NA	NA	1
234025	234025_2	2	1	FALSE	1.41506703140694	6.97630359334354	6	0	0	0	0	0	4	0	Public	recent	0.6908604	2	14	Wilgenvloedbos	Volledig in bos	0.3091396	25% tot < 50%	0
234035	234035_2	2	1	FALSE	2.4909036788596	15.0879204219952	18	4	0	5	0	0	6	0	Private	NA	0.5732821	2	14	Wilgenvloedbos	Volledig in bos	0.4267179	25% tot < 50%	1
234050	234050_1	1	1	FALSE	0.905712256320977	2.47369319936032	13	0	0	0	0	2	9	1	Public	recent	0.475077	1	14	Wilgenvloedbos	Volledig in bos	0.524923	50% tot < 75%	0
234050	234050_2	2	1	FALSE	1.39585022154749	4.20787218744045	17	0	0	2	0	1	9	1	Public	recent	0.475077	2	14	Wilgenvloedbos	Volledig in bos	0.524923	50% tot < 75%	1
234069	234069_1	1	1	TRUE	1.65774197992703	5.6248677901371	15	4	0	0	2	0	10	0	Public	oud	0.4813307	1	40	Elzen-vogelkersbos	Volledig in bos	0.5186693	50% tot < 75%	0
234069	234069_1	2	0.84	TRUE	0.160084701010795	1.41981440756059	5	4	0	2	0	1	1	0	Private	oud	0.4813307	2	40	Elzen-vogelkersbos	Rand	0.5186693	50% tot < 75%	1
234097	234097_1	1	1	FALSE	1.99617374108532	8.16862694181056	30	0	0	0	3	2	19	0	Public	recent	NA	1	40	Elzen-vogelkersbos	Volledig in bos	NA	NA	0
234103	234103_2	2	0.81	FALSE	0.159720885873087	2.52758677603722	3	1	0	1	0	0	1	0	Private	NA	0.2771618	2	78	Arm Eiken-beukenbos	Rand	0.7228382	50% tot < 75%	1
234112	234112_2	2	0.93	FALSE	0.833222787121932	2.5973394249104	6	1	0	0	0	1	2	0	Private	recent	0.5862781	2	69	Eiken-beukenbos	Rand	0.4137219	25% tot < 50%	0
234114	234114_2	2	0.8	FALSE	1.76245368368961	10.6559794731675	8	1	0	2	0	0	3	0	Private	NA	0.5145581	2	78	Arm Eiken-beukenbos	Rand	0.4854419	25% tot < 50%	1
234122	234122_2	2	0.9	FALSE	1.18194368877127	4.42023217460481	15	2	0	3	0	1	6	0	Public	recent	0.540266	2	40	Elzen-vogelkersbos	Rand	0.459734	25% tot < 50%	1
234135	234135_1	1	1	FALSE	1.16935348518803	3.67686712120697	23	1	0	1	2	1	12	0	Private	recent	0.5312488	1	40	Elzen-vogelkersbos	Volledig in bos	0.4687512	25% tot < 50%	1
234135	234135_2	2	0.79	FALSE	0.810310729811657	2.37952839191352	11	0	0	0	1	1	6	0	Private	recent	0.5312488	2	40	Elzen-vogelkersbos	Rand	0.4687512	25% tot < 50%	0
234159	234159_2	2	0.83	FALSE	1.31068655536796	5.53311067637738	4	3	0	1	0	0	1	0	Private	NA	0.4940692	2	78	Arm Eiken-beukenbos	Rand	0.5059308	50% tot < 75%	1
235082	235082_1	1	1	TRUE	0	1.52168292886682	1	2	0	1	0	0	0	0	Private	recent	0.5310026	1	69	Eiken-beukenbos	Volledig in bos	0.4689974	25% tot < 50%	1
235082	235082_1	2	1	TRUE	0.500402423538188	6.40891912226289	2	2	0	2	0	0	0	0	Private	recent	0.5310026	2	69	Eiken-beukenbos	Volledig in bos	0.4689974	25% tot < 50%	1
235117	235117_1	1	1	FALSE	0.636683618041146	2.55454429210717	5	2	0	2	0	0	1	0	Private	recent	0.7509713	1	50	Eiken-haagbeukenbos	Volledig in bos	0.2490287	5% tot < 25%	1
235117	235117_2	2	1	FALSE	1.87934024967922	12.0029742994982	10	2	0	1	1	0	7	0	Private	recent	0.7509713	2	50	Eiken-haagbeukenbos	Volledig in bos	0.2490287	5% tot < 25%	1
235125	235125_2	2	1	FALSE	0.126930545341402	2.99032437275336	2	1	0	0	0	0	1	0	Private	oud	0.8321191	2	50	Eiken-haagbeukenbos	Volledig in bos	0.1678809	5% tot < 25%	0
235128	235128_2	2	1	FALSE	0.0259898735319368	2.49112987089517	2	0	0	0	0	0	0	0	Public	recent	0.6329387	2	50	Eiken-haagbeukenbos	Volledig in bos	0.3670613	25% tot < 50%	0
235133	235133_1	1	1	TRUE	1.08206018198446	3.10731792176417	7	7	0	3	0	0	3	0	Private	oud	0.8030381	1	50	Eiken-haagbeukenbos	Volledig in bos	0.1969619	5% tot < 25%	1
235133	235133_1	2	1	TRUE	0.555546850007615	1.83055836100491	4	3	0	1	0	0	2	0	Private	oud	0.8030381	2	50	Eiken-haagbeukenbos	Volledig in bos	0.1969619	5% tot < 25%	1
235134	235134_2	2	0.77	FALSE	1.50287790335687	5.60006308113977	14	3	0	1	1	1	10	0	Private	NA	0.3586105	2	50	Eiken-haagbeukenbos	Rand	0.6413895	50% tot < 75%	1
235159	235159_2	2	0.78	FALSE	2.099516641174	8.96641095343151	38	4	0	5	4	1	18	0	Private	NA	0.4436937	2	50	Eiken-haagbeukenbos	Rand	0.5563063	50% tot < 75%	1
236039	236039_2	2	0.67	FALSE	1.57836318488322	5.19011324364297	14	3	0	3	0	1	4	0	Private	NA	0.2996401	2	40	Elzen-vogelkersbos	Rand	0.7003599	50% tot < 75%	1
236047	236047_2	2	0.64	FALSE	1.63569716283346	5.95350547491205	20	0	0	0	4	0	9	0	Private	NA	0.1489886	2	69	Eiken-beukenbos	Rand	0.8510114	75% tot < 95%	0
236102	236102_1	1	1	FALSE	1.73799859597822	6.52092788623191	17	2	0	2	1	0	11	0	Private	recent	0.437725	1	50	Eiken-haagbeukenbos	Volledig in bos	0.562275	50% tot < 75%	1
236102	236102_2	2	1	FALSE	1.24766911042236	3.65045989521455	13	4	0	3	0	0	10	0	Private	recent	0.437725	2	50	Eiken-haagbeukenbos	Volledig in bos	0.562275	50% tot < 75%	1
236111	236111_2	2	1	FALSE	2.31845147085592	10.5396553278142	20	4	0	8	0	1	8	0	Private	recent	0.4436327	2	43	Elzen-vogelkersbos	Volledig in bos	0.5563673	50% tot < 75%	1
236116	236116_1	1	1	FALSE	1.3227281838015	3.75364806262008	18	3	0	2	0	2	11	0	Private	recent	0.6064813	1	50	Eiken-haagbeukenbos	Volledig in bos	0.3935187	25% tot < 50%	1
236116	236116_2	2	1	FALSE	1.45246346930474	5.9944067261728	6	2	0	1	0	0	2	0	Private	recent	0.6064813	2	50	Eiken-haagbeukenbos	Volledig in bos	0.3935187	25% tot < 50%	1
236120	236120_2	2	0.57	FALSE	1.76949676233668	8.53627458954233	11	1	1	2	0	0	6	0	Private	NA	0.2127085	2	50	Eiken-haagbeukenbos	Rand	0.7872915	75% tot < 95%	1
236131	236131_2	2	1	FALSE	2.90158622730421	18.6388473818154	37	7	0	4	5	1	12	1	Private	NA	0.5703975	2	50	Eiken-haagbeukenbos	Volledig in bos	0.4296025	25% tot < 50%	1
236143	236143_2	2	1	FALSE	2.34639542504611	10.8517468243206	35	4	0	3	1	3	17	0	Private	recent	0.4491502	2	43	Elzen-vogelkersbos	Volledig in bos	0.5508498	50% tot < 75%	1
236155	236155_2	2	1	FALSE	1.39331301403863	4.02817336555709	9	0	0	0	0	1	5	0	Public	NA	0.4499834	2	43	Elzen-vogelkersbos	Volledig in bos	0.5500166	50% tot < 75%	0
237014	237014_1	2	1	FALSE	2.24783140359346	11.3341912586386	28	8	0	6	0	1	14	0	Private	oud	0.7112621	2	69	Eiken-beukenbos	Volledig in bos	0.2887379	25% tot < 50%	1
237021	237021_2	2	1	FALSE	1.65228609529771	6.33854709972522	13	0	0	0	2	0	6	0	Public	NA	0.4640792	2	69	Eiken-beukenbos	Volledig in bos	0.5359208	50% tot < 75%	0
237029	237029_2	2	1	FALSE	1.89764469829237	6.86388185174063	33	9	0	5	0	1	19	0	Private	oud	0.6197562	2	40	Elzen-vogelkersbos	Volledig in bos	0.3802438	25% tot < 50%	1
237042	237042_2	2	0.82	FALSE	2.06889227599738	9.27420204157566	46	11	0	8	5	2	24	0	Private	recent	0.3403723	2	69	Eiken-beukenbos	Rand	0.6596277	50% tot < 75%	1
237050	237050_1	1	1	FALSE	1.54747477080493	5.41270703798445	32	6	0	3	3	1	17	0	Private	recent	0.6584177	1	69	Eiken-beukenbos	Volledig in bos	0.3415823	25% tot < 50%	1
237050	237050_2	2	1	FALSE	2.41455072547271	14.4992775364996	29	10	0	6	1	1	17	0	Private	recent	0.6584177	2	69	Eiken-beukenbos	Volledig in bos	0.3415823	25% tot < 50%	1
237062	237062_2	2	1	FALSE	1.29197839987668	3.67689127993382	8	1	0	0	1	0	5	0	Public	recent	0.5007778	2	50	Eiken-haagbeukenbos	Volledig in bos	0.4992222	25% tot < 50%	0
237063	237063_2	2	0.87	FALSE	1.64441457748517	8.8709318424166	6	5	0	4	0	0	1	0	Private	recent	0.7639993	2	69	Eiken-beukenbos	Rand	0.2360007	5% tot < 25%	1
237089	237089_2	2	0.8	FALSE	1.37165026450856	5.5432741632295	13	6	0	5	1	1	3	0	Private	oud	0.3118989	2	50	Eiken-haagbeukenbos	Rand	0.6881011	50% tot < 75%	1
237093	237093_2	2	1	FALSE	NA	1	0	0	0	0	0	0	0	0	Public	NA	0.5508739	2	50	Eiken-haagbeukenbos	Volledig in bos	0.4491261	25% tot < 50%	0
237101	237101_2	2	0.83	FALSE	1.33217904021012	6.46223486455712	7	0	0	1	0	0	2	0	Public	NA	0.7009872	2	50	Eiken-haagbeukenbos	Rand	0.2990128	25% tot < 50%	1
237129	237129_2	2	0.79	FALSE	1.38021527420164	5.34115581446112	19	6	0	7	0	1	4	1	Public	NA	0.4987545	2	43	Elzen-vogelkersbos	Rand	0.5012455	50% tot < 75%	1
237134	237134_2	2	1	FALSE	1.05216741331925	3.81341760114439	11	4	0	3	0	0	3	0	Public	NA	0.3943368	2	50	Eiken-haagbeukenbos	Volledig in bos	0.6056632	50% tot < 75%	1
237149	237149_1	1	1	FALSE	1.93641166328418	9.11007042467931	13	1	0	3	0	2	5	0	Private	recent	0.4940237	1	50	Eiken-haagbeukenbos	Volledig in bos	0.5059763	50% tot < 75%	1
237149	237149_2	2	0.91	FALSE	1.54064096199403	6.32177449262969	12	4	1	4	0	1	5	0	Private	recent	0.4940237	2	50	Eiken-haagbeukenbos	Rand	0.5059763	50% tot < 75%	1
237153	237153_2	2	1	FALSE	2.67914461498832	16.8037518991594	33	6	0	7	0	3	18	1	Private	recent	0.5681537	2	43	Elzen-vogelkersbos	Volledig in bos	0.4318463	25% tot < 50%	1
237159	237159_2	2	1	FALSE	0.617241769730342	1.40782213760525	2	1	0	1	0	0	1	1	Public	recent	0.6871003	2	50	Eiken-haagbeukenbos	Volledig in bos	0.3128997	25% tot < 50%	1
238002	238002_1	1	1	FALSE	0.543270613128478	5.5814770098941	4	3	0	3	0	0	0	0	Private	oud	0.6000527	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3999473	25% tot < 50%	1
238002	238002_2	2	1	FALSE	0.506639557823819	4.64606441993561	2	1	0	1	0	0	0	0	Private	oud	0.6000527	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3999473	25% tot < 50%	1
238003	238003_1	1	1	FALSE	0.868239168097794	2.51510625917984	9	0	0	0	0	0	8	0	Public	recent	0.6277226	1	40	Elzen-vogelkersbos	Volledig in bos	0.3722774	25% tot < 50%	0
238003	238003_2	2	1	FALSE	1.11855404216254	3.06042575578286	6	0	0	0	0	1	3	0	Public	recent	0.6277226	2	40	Elzen-vogelkersbos	Volledig in bos	0.3722774	25% tot < 50%	0
238010	238010_2	2	1	FALSE	2.26138111308847	9.33456801657237	22	1	0	0	1	0	13	0	Private	recent	0.5491347	2	40	Elzen-vogelkersbos	Volledig in bos	0.4508653	25% tot < 50%	0
238023	238023_1	1	1	FALSE	1.09861228866811	6.64449194422446	3	0	0	0	0	0	2	0	Public	recent	0.6466795	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3533205	25% tot < 50%	0
238023	238023_2	2	1	FALSE	1.48634018681155	6.60208604950242	16	4	0	1	0	1	10	0	Public	recent	0.6466795	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3533205	25% tot < 50%	1
238025	238025_2	2	1	FALSE	1.44501290128312	5.82361781124747	10	4	0	4	0	2	2	0	Private	recent	0.6743721	2	69	Eiken-beukenbos	Volledig in bos	0.3256279	25% tot < 50%	1
238028	238028_2	2	1	FALSE	0.69359349761615	2.00089283334096	4	0	0	0	0	0	2	0	Public	recent	0.5959429	2	40	Elzen-vogelkersbos	Volledig in bos	0.4040571	25% tot < 50%	0
238036	238036_1	1	1	FALSE	1.81235003727454	6.314261792313	22	0	0	0	2	0	13	0	Private	recent	NA	1	69	Eiken-beukenbos	Volledig in bos	NA	NA	0
238046	238046_1	2	1	FALSE	0.751255577727995	5.158244430933	3	1	0	1	0	0	0	0	Private	recent	0.8162509	2	69	Eiken-beukenbos	Volledig in bos	0.1837491	5% tot < 25%	1
238047	238047_2	2	0.77	FALSE	0.921174931680952	3.77155260962808	9	2	0	2	2	0	3	1	Private	recent	0.7133943	2	79	Arm Eiken-beukenbos	Rand	0.2866057	25% tot < 50%	1
238055	238055_1	1	1	TRUE	0.791392269881217	2.35666008433001	5	3	0	4	0	0	0	0	Private	recent	0.7543747	1	50	Eiken-haagbeukenbos	Volledig in bos	0.2456253	5% tot < 25%	1
238055	238055_1	2	1	TRUE	0.496857861614728	1.98021942322531	7	4	0	4	0	0	1	0	Private	recent	0.7543747	2	50	Eiken-haagbeukenbos	Volledig in bos	0.2456253	5% tot < 25%	1
238064	238064_1	2	1	FALSE	2.14247329020612	9.31501337685604	31	8	0	8	2	2	13	0	Public	oud	0.696538	2	69	Eiken-beukenbos	Volledig in bos	0.303462	25% tot < 50%	1
238086	238086_1	1	1	FALSE	0.94638506830694	2.72529521139451	15	2	0	3	0	2	7	0	Private	recent	NA	1	69	Eiken-beukenbos	Volledig in bos	NA	NA	1
238087	238087_1	1	1	FALSE	1.94645958813535	7.15576121358397	18	0	0	0	2	0	12	0	Private	recent	0.4241691	1	40	Elzen-vogelkersbos	Volledig in bos	0.5758309	50% tot < 75%	0
238087	238087_2	2	1	FALSE	1.09149074247136	2.9787112557715	11	1	0	0	0	2	5	0	Private	recent	0.4241691	2	40	Elzen-vogelkersbos	Volledig in bos	0.5758309	50% tot < 75%	0
238101	238101_1	1	1	FALSE	1.57037919940505	5.04948270139474	20	2	0	1	2	1	12	0	Public	recent	0.3931162	1	40	Elzen-vogelkersbos	Volledig in bos	0.6068838	50% tot < 75%	1
238101	238101_2	2	1	FALSE	0.806234011982877	2.2394583128069	4	0	0	0	0	0	2	0	Public	recent	0.3931162	2	40	Elzen-vogelkersbos	Volledig in bos	0.6068838	50% tot < 75%	0
238104	238104_1	1	1	FALSE	2.4799631081859	13.8068046657078	47	9	1	5	5	3	16	1	Public	recent	NA	1	40	Elzen-vogelkersbos	Volledig in bos	NA	NA	1
238126	238126_1	2	1	FALSE	0.45062339571486	2.67057662684865	7	5	0	4	0	0	0	0	Private	oud	0.6900731	2	40	Elzen-vogelkersbos	Volledig in bos	0.3099269	25% tot < 50%	1
238136	238136_1	1	1	FALSE	1.40220006693834	5.99429620952862	20	9	0	5	1	1	8	0	Public	oud	NA	1	40	Elzen-vogelkersbos	Volledig in bos	NA	NA	1
238140	238140_1	2	1	FALSE	0.196391445974422	2.24700926279656	4	3	0	3	0	0	0	0	Private	oud	0.6715191	2	40	Elzen-vogelkersbos	Volledig in bos	0.3284809	25% tot < 50%	1
238147	238147_1	1	1	TRUE	1.49282853713426	5.40808365650561	9	6	0	7	0	0	1	0	Private	oud	0.779976	1	40	Elzen-vogelkersbos	Volledig in bos	0.220024	5% tot < 25%	1
238147	238147_1	2	1	TRUE	1.40600220727543	5.16567787456792	11	7	0	7	0	0	1	0	Private	oud	0.779976	2	40	Elzen-vogelkersbos	Volledig in bos	0.220024	5% tot < 25%	1
238148	238148_1	1	1	FALSE	1.06715993126119	3.22708251144036	16	7	0	6	0	2	5	0	Private	recent	0.5941986	1	40	Elzen-vogelkersbos	Volledig in bos	0.4058014	25% tot < 50%	1
238148	238148_2	2	1	FALSE	0.871201996514693	2.61437765770527	5	3	0	3	0	0	2	0	Private	recent	0.5941986	2	40	Elzen-vogelkersbos	Volledig in bos	0.4058014	25% tot < 50%	1
241003	241003_1	1	1	FALSE	0.380785954904888	1.60658278952921	8	4	0	2	0	0	3	0	Private	oud	NA	1	69	Eiken-beukenbos	Volledig in bos	NA	NA	1
241018	241018_1	1	1	FALSE	2.16084465588975	9.55749120250104	28	1	0	1	4	1	13	2	Private	recent	NA	1	69	Eiken-beukenbos	Volledig in bos	NA	NA	1
241019	241019_1	1	1	FALSE	1.31038895029029	5.06092518825647	4	3	0	2	0	0	0	0	Public	oud	0.7141188	1	69	Eiken-beukenbos	Volledig in bos	0.2858812	25% tot < 50%	1
241019	241019_2	2	1	FALSE	0.848600484995842	2.87762415250513	4	1	1	0	0	0	1	0	Public	oud	0.7141188	2	69	Eiken-beukenbos	Volledig in bos	0.2858812	25% tot < 50%	0
241069	241069_2	2	0.85	FALSE	1.61229643827397	6.68605786592255	17	2	0	0	2	0	11	0	Public	NA	0.2944047	2	78	Arm Eiken-beukenbos	Rand	0.7055953	50% tot < 75%	0
241090	241090_1	2	1	FALSE	2.09139292501138	8.09618469183358	10	0	0	0	0	0	7	1	Public	oud	0.7170249	2	69	Eiken-beukenbos	Volledig in bos	0.2829751	25% tot < 50%	0
241094	241094_2	2	0.38	FALSE	1.88372175114535	8.96359514736764	23	2	0	2	3	2	6	2	Private	NA	0.2117414	2	78	Arm Eiken-beukenbos	Rand	0.7882586	75% tot < 95%	1
241098	241098_1	1	1	TRUE	0.912069920155765	4.69810543407415	4	1	0	1	0	0	0	0	Private	recent	0.6131293	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3868707	25% tot < 50%	1
241098	241098_1	2	1	TRUE	0.898560181443778	4.63100965942308	8	3	0	1	1	1	2	0	Private	recent	0.6131293	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3868707	25% tot < 50%	1
241108	241108_2	2	0.98	FALSE	2.17474313656578	9.05002061512684	23	0	0	0	2	2	8	2	Private	NA	0.3109474	2	69	Eiken-beukenbos	Rand	0.6890526	50% tot < 75%	0
241111	241111_2	2	0.74	FALSE	0.835329405135467	3.68810095592832	8	0	0	1	0	1	3	0	Private	NA	0.3779005	2	78	Arm Eiken-beukenbos	Rand	0.6220995	50% tot < 75%	1
241114	241114_2	2	1	FALSE	2.15870478122385	9.87771402065529	13	1	0	1	0	0	5	1	Private	recent	0.7060458	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2939542	25% tot < 50%	1
241117	241117_2	2	0.75	FALSE	2.36455647372893	12.2886383440476	27	0	0	0	6	1	14	0	Private	NA	0.3879514	2	69	Eiken-beukenbos	Rand	0.6120486	50% tot < 75%	0
241119	241119_2	2	0.74	FALSE	1.5879877469427	5.22301311301805	10	4	0	1	2	0	4	0	Private	oud	0.2518868	2	78	Arm Eiken-beukenbos	Rand	0.7481132	50% tot < 75%	1
241122	241122_2	2	1	FALSE	0.823998818135576	2.27959733094756	8	1	0	1	0	0	2	0	Private	recent	0.7544907	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2455093	5% tot < 25%	1
241128	241128_2	2	1	FALSE	0.944308587559657	4.32709279102538	6	4	0	1	0	0	4	0	Private	NA	0.5177261	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4822739	25% tot < 50%	1
241139	241139_2	2	1	FALSE	2.9177741705093	21.2019049639503	30	5	0	5	0	0	15	0	Private	recent	0.7797114	2	40	Elzen-vogelkersbos	Volledig in bos	0.2202886	5% tot < 25%	1
241141	241141_2	2	0.7	FALSE	1.99280247138295	9.40865880857708	21	6	0	3	0	0	14	0	Private	oud	0.5073367	2	69	Eiken-beukenbos	Rand	0.4926633	25% tot < 50%	1
241148	241148_1	1	1	FALSE	0.039827557911359	1.96417710704224	2	0	0	0	0	0	0	0	Private	oud	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
