code	count	cut	type	jaar
ES2546	10007	3.65744e-06	Natuur	2016
ES7947	10005	9.995e-09	Natuur	2016
FS8649	9998	0.98644489	Natuur	2016
FS3248	10002	0.001007308	Natuur	2016
ES2446	10008	1.67066e-05	Natuur	2016
ES7847	10006	1.64501e-05	Natuur	2016
FS8549	10000	0.439834267	Natuur	2016
FS3148	10004	0.000292543	Natuur	2016
ES2346	10008	6.39488e-07	Natuur	2016
ES7747	10007	0.000399161	Natuur	2016
FS8449	9999	0.156515017	Natuur	2016
FS3048	10003	0.002375827	Natuur	2016
ES2246	10008	0.000103447	Natuur	2016
ES7647	10007	0.012820967	Natuur	2016
FS8349	9999	0.882346153	Natuur	2016
FS2948	10004	0.023319395	Natuur	2016
ES2146	10007	5.8609e-05	Natuur	2016
ES7547	10006	0.000189686	Natuur	2016
FS8249	9999	0.561872602	Natuur	2016
FS2848	10003	0.157979459	Natuur	2016
ES2046	10007	1.09323e-05	Natuur	2016
ES7447	10006	0.002452899	Natuur	2016
FS8149	9998	0.446680248	Natuur	2016
FS2748	10003	0.150833592	Natuur	2016
ES1946	10008	1.30995e-05	Natuur	2016
ES7347	10005	0.007617252	Natuur	2016
FS8049	10001	0.442326725	Natuur	2016
FS2648	10003	0.048334837	Natuur	2016
ES1846	10008	3.60711e-06	Natuur	2016
ES7247	10007	0.000130499	Natuur	2016
FS7949	10000	0.089295983	Natuur	2016
FS2548	10004	0.476237416	Natuur	2016
ES1746	10007	3.23773e-06	Natuur	2016
ES7147	10006	0.005576525	Natuur	2016
FS7849	9998	0.05116621	Natuur	2016
FS2448	10004	0.024102131	Natuur	2016
ES1646	10008	0.003155915	Natuur	2016
ES7047	10007	0.002048086	Natuur	2016
DS7456	10008	0.000158383	Natuur	2016
FS3659	10004	0.012441133	Natuur	2016
ES2857	10008	0.012570203	Natuur	2016
ES8258	10006	0.041897025	Natuur	2016
FS8960	9999	0.392851651	Natuur	2016
DS7356	10008	1.9984e-08	Natuur	2016
FS3559	10003	0.066990107	Natuur	2016
ES2757	10008	0.019429995	Natuur	2016
ES8158	10004	3.60856e-06	Natuur	2016
FS8860	10000	0.260100007	Natuur	2016
DS7256	10008	5.9952e-08	Natuur	2016
FS3459	10003	0.122919351	Natuur	2016
ES2657	10007	0.038021658	Natuur	2016
FS1848	10004	0.001701639	Natuur	2016
ES6447	10008	0.056140266	Natuur	2016
FS7149	10000	0.028591022	Natuur	2016
ES0946	10007	8.45808e-05	Natuur	2016
FS1748	10004	0.032524981	Natuur	2016
ES6347	10008	0.161738008	Natuur	2016
FS7049	10000	0.211415276	Natuur	2016
ES0846	10005	0	Natuur	2016
FS1648	10004	0.008452008	Natuur	2016
ES6247	10006	0.001893644	Natuur	2016
FS6949	10001	0.164668158	Natuur	2016
ES0746	10007	0	Natuur	2016
FS1548	10004	0.016290814	Natuur	2016
ES6147	10008	0.000777918	Natuur	2016
FS6849	10000	0.00199593	Natuur	2016
ES0646	10008	0.000156165	Natuur	2016
FS1448	10005	0.000173103	Natuur	2016
ES6047	10007	0.001011232	Natuur	2016
FS6749	10001	0.002015128	Natuur	2016
ES0546	10008	3.9968e-06	Natuur	2016
FS1348	10004	0.029471554	Natuur	2016
ES5947	10006	0.000456066	Natuur	2016
FS6649	10000	0.00066047	Natuur	2016
ES0446	10008	6.39488e-07	Natuur	2016
FS1248	10005	0.124908902	Natuur	2016
ES5847	10005	0.000249705	Natuur	2016
FS6549	10001	0.004826957	Natuur	2016
ES0346	10008	1.20903e-06	Natuur	2016
FS1148	10006	0.061142653	Natuur	2016
ES5747	10006	0.000840656	Natuur	2016
FS6449	10000	0.04758589	Natuur	2016
ES0246	10007	0	Natuur	2016
FS1048	10004	0.002205598	Natuur	2016
ES5647	10007	0.032470241	Natuur	2016
FS6349	10001	0.061488613	Natuur	2016
ES0146	10007	0	Natuur	2016
FS0948	10004	0.004660676	Natuur	2016
ES5547	10006	0.104455993	Natuur	2016
FS6249	10001	0.465230852	Natuur	2016
ES0046	10008	0	Natuur	2016
FS0848	10005	0.001862189	Natuur	2016
ES5447	10008	4.45643e-06	Natuur	2016
FS6149	10002	0.478640556	Natuur	2016
DS9946	10007	8.99371e-08	Natuur	2016
FS0748	10004	0.029306022	Natuur	2016
ES5347	10007	0.002122465	Natuur	2016
FS6049	10000	0.104998052	Natuur	2016
DS9846	10008	0	Natuur	2016
FS0648	10005	0.240490705	Natuur	2016
ES5247	10008	0.021379864	Natuur	2016
FS5949	10002	0.004057639	Natuur	2016
DS9746	10007	0.224366665	Natuur	2016
FS0548	10005	0.018356504	Natuur	2016
ES5147	10007	0.016210392	Natuur	2016
FS5849	10002	0.358148724	Natuur	2016
DS9646	10008	0.219600677	Natuur	2016
FS0448	10005	0.028310258	Natuur	2016
DS9649	10008	0	Natuur	2016
FS0451	10004	0.000379868	Natuur	2016
ES5050	10008	0.000982964	Natuur	2016
FS5752	10002	0.099958614	Natuur	2016
DS9549	10007	0	Natuur	2016
FS0351	10006	0.000234339	Natuur	2016
ES4950	10007	0.021428062	Natuur	2016
FS5652	10001	0.265329182	Natuur	2016
DS9449	10008	2.20723e-05	Natuur	2016
FS0251	10005	0.000697501	Natuur	2016
ES4850	10007	0.002073488	Natuur	2016
FS5552	10002	0.020712476	Natuur	2016
DS9349	10008	2.9976e-08	Natuur	2016
FS0151	10004	0.024090225	Natuur	2016
ES4750	10008	0.000143545	Natuur	2016
FS5452	10001	0.021948814	Natuur	2016
DS9249	10008	0	Natuur	2016
FS0051	10005	0	Natuur	2016
ES4650	10006	0.003204717	Natuur	2016
FS5352	10002	0.014553259	Natuur	2016
DS9149	10008	0	Natuur	2016
ES9951	10007	7.2849e-06	Natuur	2016
ES4550	10006	0.00038249	Natuur	2016
FS5252	10003	0.058859628	Natuur	2016
DS9049	10008	6.4948e-06	Natuur	2016
ES9851	10004	0.000466144	Natuur	2016
ES4450	10007	0.000516818	Natuur	2016
FS5152	10001	0.000667953	Natuur	2016
DS8949	10008	0.093232885	Natuur	2016
ES9751	10004	0.000103878	Natuur	2016
ES4350	10006	0.000480841	Natuur	2016
FS5052	10003	0.002213096	Natuur	2016
DS8849	10006	0.090180412	Natuur	2016
ES9651	10008	1.01719e-05	Natuur	2016
ES4250	10007	0.000645438	Natuur	2016
FS4952	10001	0.003865194	Natuur	2016
DS8749	10007	0.046533465	Natuur	2016
ES9551	10005	9.18641e-05	Natuur	2016
ES4150	10007	0.004165474	Natuur	2016
FS4852	10002	0.028852716	Natuur	2016
DS8649	10006	2.69838e-07	Natuur	2016
ES9451	10004	0.000123481	Natuur	2016
ES4050	10004	0.04593065	Natuur	2016
FS4752	10001	0.004856644	Natuur	2016
DS8549	10007	1.53692e-05	Natuur	2016
ES9351	10006	6.25325e-05	Natuur	2016
ES3950	10007	0.000376466	Natuur	2016
FS4652	10003	0.000820454	Natuur	2016
DS8449	10007	4.83661e-06	Natuur	2016
ES9251	10005	5.16942e-05	Natuur	2016
ES3850	10007	0.004027351	Natuur	2016
DS8349	10007	1.19916e-07	Natuur	2016
FS4552	10001	0.037389662	Natuur	2016
ES3750	10008	0.000866227	Natuur	2016
ES9151	10008	0	Natuur	2016
DS8249	10005	1.999e-08	Natuur	2016
FS4452	10003	0.127983227	Natuur	2016
ES3650	10007	0.00011448	Natuur	2016
ES9051	10005	0.001372124	Natuur	2016
FS2449	10004	0.047256436	Natuur	2016
ES1647	10007	6.22564e-06	Natuur	2016
ES7048	10006	0.000206656	Natuur	2016
FS7750	9999	0.005477538	Natuur	2016
FS2349	10004	0.025012344	Natuur	2016
ES1547	10007	2.17847e-06	Natuur	2016
ES6948	10006	0.000514411	Natuur	2016
FS7650	10000	0.047338262	Natuur	2016
FS2249	10004	0.052977324	Natuur	2016
ES1447	10006	0.000185639	Natuur	2016
ES6848	10004	0.000222241	Natuur	2016
FS7550	10000	0.01429762	Natuur	2016
ES1347	10008	2.6259e-05	Natuur	2016
FS2149	10004	0.009767693	Natuur	2016
ES6748	10006	0.00100083	Natuur	2016
FS7450	10000	0.024757439	Natuur	2016
ES1247	10007	4.49685e-06	Natuur	2016
FS2049	10004	0.138500974	Natuur	2016
ES6648	10006	0.099641606	Natuur	2016
FS7350	10001	0.006564504	Natuur	2016
ES1147	10008	0.000141457	Natuur	2016
FS1949	10004	0.125664487	Natuur	2016
ES6548	10004	0.00835092	Natuur	2016
FS7250	10000	0.405750901	Natuur	2016
ES1047	10008	1.84752e-05	Natuur	2016
FS1849	10004	0.073739499	Natuur	2016
ES6448	10006	0.071480267	Natuur	2016
FS7150	10000	0.280771524	Natuur	2016
ES0947	10008	5.09193e-05	Natuur	2016
FS1749	10004	0.002071731	Natuur	2016
ES6348	10006	0.015936419	Natuur	2016
FS7050	10000	0.113755465	Natuur	2016
ES0847	10007	0.001332148	Natuur	2016
FS1649	10004	0.003470172	Natuur	2016
ES6248	10004	0.001493013	Natuur	2016
FS6950	10000	0.00370258	Natuur	2016
ES0747	10006	9.99401e-07	Natuur	2016
FS1549	10003	0.020929202	Natuur	2016
ES6148	10006	0.000907066	Natuur	2016
FS6850	10000	0.072228774	Natuur	2016
ES0647	10008	0	Natuur	2016
FS1449	10004	0.001058967	Natuur	2016
ES6048	10006	0.000113052	Natuur	2016
FS6750	10000	0.00354635	Natuur	2016
ES0547	10008	1.22402e-05	Natuur	2016
FS1349	10004	0.001491034	Natuur	2016
ES5948	10007	2.81703e-05	Natuur	2016
FS6650	10001	0.000956354	Natuur	2016
ES0447	10008	0	Natuur	2016
FS1249	10005	0.021494083	Natuur	2016
ES6749	10007	0.00029945	Natuur	2016
FS7451	10000	0.106557235	Natuur	2016
ES1248	10007	4.95653e-06	Natuur	2016
FS2050	10004	0.026801063	Natuur	2016
ES6649	10008	0.001591637	Natuur	2016
FS7351	10001	0.060529098	Natuur	2016
ES1148	10008	0.000123112	Natuur	2016
FS1950	10004	0.007322222	Natuur	2016
ES6549	10006	0.05799932	Natuur	2016
FS7251	10000	0.278151959	Natuur	2016
ES1048	10008	0	Natuur	2016
FS1850	10004	0.007539355	Natuur	2016
ES6449	10008	0.000352598	Natuur	2016
FS7151	10000	0.526268244	Natuur	2016
ES0948	10008	0.003518225	Natuur	2016
FS1750	10004	0.032230731	Natuur	2016
ES6349	10008	0.00049946	Natuur	2016
FS7051	10000	0.988035977	Natuur	2016
ES0848	10008	0.000323471	Natuur	2016
FS1650	10004	0.022448482	Natuur	2016
ES6249	10006	0.012685808	Natuur	2016
FS6951	10000	0.094235182	Natuur	2016
ES0748	10007	0	Natuur	2016
FS1550	10006	0.001818959	Natuur	2016
ES6149	10008	0.000986251	Natuur	2016
FS6851	10000	0.011876211	Natuur	2016
ES0648	10008	8.09352e-07	Natuur	2016
FS1450	10004	0.000570542	Natuur	2016
ES6049	10007	6.01779e-05	Natuur	2016
FS6751	10001	0.000267883	Natuur	2016
ES0548	10007	3.60747e-06	Natuur	2016
FS1350	10004	0.100888118	Natuur	2016
ES5949	10008	0.001016867	Natuur	2016
FS6651	10001	0.002182532	Natuur	2016
ES0448	10008	3.9968e-08	Natuur	2016
FS1250	10004	0.009859817	Natuur	2016
ES5849	10006	0.001710104	Natuur	2016
FS6551	10001	0.012360314	Natuur	2016
ES0348	10007	6.89517e-07	Natuur	2016
FS1150	10004	0.002994472	Natuur	2016
ES5749	10008	0.003876429	Natuur	2016
FS6451	10001	0.000842996	Natuur	2016
ES0248	10007	5.75597e-06	Natuur	2016
FS1050	10004	0.068533577	Natuur	2016
ES5649	10008	0.005886931	Natuur	2016
FS6351	10001	0.001790371	Natuur	2016
ES0148	10007	2.49825e-07	Natuur	2016
FS0950	10006	0.030839602	Natuur	2016
ES5549	10008	0.003086751	Natuur	2016
FS6251	10000	0.071343794	Natuur	2016
ES0048	10008	0	Natuur	2016
FS0850	10005	0.002387726	Natuur	2016
ES5449	10006	0.031246783	Natuur	2016
FS6151	10001	0.214339375	Natuur	2016
DS9948	10008	0.000356924	Natuur	2016
FS0750	10004	0.001904138	Natuur	2016
ES5349	10006	0.000621197	Natuur	2016
FS6051	10001	0.231551379	Natuur	2016
DS9848	10008	9.99201e-07	Natuur	2016
FS0650	10005	0.010998941	Natuur	2016
ES5249	10006	0.001913242	Natuur	2016
FS5951	10002	0.119313322	Natuur	2016
FS3661	10003	0.04149856	Natuur	2016
ES2859	10008	0.045660283	Natuur	2016
ES8260	10004	0.057589147	Natuur	2016
FS8962	9999	0.002356266	Natuur	2016
DS7358	10008	2.59792e-07	Natuur	2016
FS3561	10003	0.027627908	Natuur	2016
ES2759	10008	0.07134866	Natuur	2016
ES8160	10008	0.001782594	Natuur	2016
FS8862	9998	0.007683877	Natuur	2016
DS7258	10008	9.24261e-06	Natuur	2016
FS3461	10003	0.030704899	Natuur	2016
ES2659	10008	0.172761723	Natuur	2016
ES8060	10007	0.000119316	Natuur	2016
FS8762	9999	0.024905002	Natuur	2016
DS7158	10008	0	Natuur	2016
FS3361	10004	0.078372382	Natuur	2016
ES2559	10008	0.005842136	Natuur	2016
ES7960	10006	0	Natuur	2016
FS8662	9999	0.03485417	Natuur	2016
DS7058	10008	0.022422392	Natuur	2016
FS3261	10004	0.082959533	Natuur	2016
ES2459	10008	0.005473031	Natuur	2016
ES7860	10007	3.39962e-05	Natuur	2016
FS8562	9999	0.44316107	Natuur	2016
FS3161	10004	0.031536866	Natuur	2016
ES2359	10008	0.069506139	Natuur	2016
ES7760	10004	8.60656e-06	Natuur	2016
FS8462	9999	0.540435314	Natuur	2016
FS3061	10004	0.000154378	Natuur	2016
ES2259	10008	0.183527723	Natuur	2016
ES7660	10008	2.02338e-05	Natuur	2016
FS8362	10000	0.06488955	Natuur	2016
FS2961	10003	8.55144e-05	Natuur	2016
ES2159	10008	0.017006235	Natuur	2016
ES7560	10008	4.996e-06	Natuur	2016
FS8262	10001	0.545032978	Natuur	2016
FS2861	10004	0.001134996	Natuur	2016
ES2059	10008	0.181671053	Natuur	2016
ES7460	10006	2.6584e-05	Natuur	2016
FS8162	9999	0.009374768	Natuur	2016
FS2761	10004	0.00130092	Natuur	2016
ES1959	10007	8.9937e-08	Natuur	2016
ES7360	10007	0.00014328	Natuur	2016
FS8062	10000	0.00017892	Natuur	2016
FS2661	10004	0.002434356	Natuur	2016
ES1859	10008	0	Natuur	2016
ES7260	10004	0.004520432	Natuur	2016
FS7962	9999	0.003654785	Natuur	2016
FS2561	10004	0.050278325	Natuur	2016
ES1759	10008	0	Natuur	2016
ES7160	10005	0.00264018	Natuur	2016
FS7862	10001	0.120301142	Natuur	2016
FS2461	10004	0.006216064	Natuur	2016
ES1659	10009	0.067591183	Natuur	2016
ES7060	10006	0.001955677	Natuur	2016
FS7762	10001	0.031766504	Natuur	2016
FS2361	10004	0.000847221	Natuur	2016
ES3751	10008	4.55835e-05	Natuur	2016
DS8250	10007	1.89867e-07	Natuur	2016
FS4453	10001	0.079291545	Natuur	2016
ES3651	10007	1.36904e-06	Natuur	2016
ES9052	10006	0.000603288	Natuur	2016
DS8150	10008	8.78497e-05	Natuur	2016
FS4353	10004	0.376461178	Natuur	2016
ES3551	10008	8.48321e-06	Natuur	2016
ES8952	10006	0.007966641	Natuur	2016
DS8050	10007	0	Natuur	2016
FS4253	10002	0.296549767	Natuur	2016
FS2951	10002	0.005046341	Natuur	2016
ES2149	10008	6.82454e-06	Natuur	2016
ES7550	10006	0.000727753	Natuur	2016
FS8252	9999	0.032674368	Natuur	2016
FS2851	10004	0.001921332	Natuur	2016
ES2049	10007	6.49545e-06	Natuur	2016
ES7450	10008	0.00051224	Natuur	2016
FS8152	10001	0.303555578	Natuur	2016
FS2751	10002	0.182514295	Natuur	2016
ES1949	10008	1.85851e-06	Natuur	2016
ES7350	10005	1.77012e-05	Natuur	2016
FS8052	10000	0.103748597	Natuur	2016
FS2651	10004	0.025664797	Natuur	2016
ES1849	10007	2.77806e-06	Natuur	2016
ES7250	10008	0.003002408	Natuur	2016
FS7952	9999	0.264259636	Natuur	2016
FS2551	10003	0.008668559	Natuur	2016
ES1749	10008	2.07734e-05	Natuur	2016
ES7150	10006	0.000122177	Natuur	2016
FS7852	9999	0.561945617	Natuur	2016
FS2451	10004	0.007756398	Natuur	2016
ES1649	10008	9.29257e-07	Natuur	2016
ES7050	10008	0.005270653	Natuur	2016
FS7752	9999	0.028219393	Natuur	2016
FS2351	10004	0.053842414	Natuur	2016
ES1549	10006	1.44913e-05	Natuur	2016
ES6950	10008	0.035675611	Natuur	2016
FS7652	10000	0.00040146	Natuur	2016
FS2251	10004	0.006952999	Natuur	2016
ES1449	10007	1.7188e-06	Natuur	2016
ES6850	10006	0.000454038	Natuur	2016
FS7552	9999	0.046538457	Natuur	2016
FS2151	10004	0.045515843	Natuur	2016
ES1349	10008	6.55576e-05	Natuur	2016
ES6750	10008	0.000211181	Natuur	2016
FS7452	10000	0.060321603	Natuur	2016
FS2051	10004	0.029143317	Natuur	2016
ES1249	10008	9.05276e-06	Natuur	2016
ES6650	10007	0.002956741	Natuur	2016
FS7352	10001	0.010731986	Natuur	2016
ES1149	10008	0.00051206	Natuur	2016
FS1951	10004	0.033916827	Natuur	2016
ES6550	10006	0.000147302	Natuur	2016
FS7252	10000	0.172845513	Natuur	2016
ES1049	10008	0.000834622	Natuur	2016
FS1851	10005	0.025768537	Natuur	2016
ES6450	10008	4.999e-05	Natuur	2016
FS7152	10000	0.876657665	Natuur	2016
ES0949	10007	0.000309543	Natuur	2016
FS1751	10004	0.005049851	Natuur	2016
ES6350	10008	0.004826779	Natuur	2016
FS7052	10000	0.684931159	Natuur	2016
ES0849	10008	0.003576929	Natuur	2016
FS1651	10004	0.006878509	Natuur	2016
ES6250	10008	1.68865e-06	Natuur	2016
FS6952	10001	0.302666068	Natuur	2016
ES0749	10007	0	Natuur	2016
ES8950	10008	0.000294934	Natuur	2016
DS8048	10007	1.32907e-05	Natuur	2016
FS4251	10002	0.01889178	Natuur	2016
ES3449	10007	0.024885522	Natuur	2016
ES8850	10006	4.27344e-05	Natuur	2016
DS7948	10006	0	Natuur	2016
FS4151	10003	0.016288554	Natuur	2016
ES3349	10005	0.00512011	Natuur	2016
ES8750	10006	0.000155926	Natuur	2016
DS7848	10007	1.9986e-08	Natuur	2016
FS4051	10002	0.145913541	Natuur	2016
ES3249	10007	2.50724e-05	Natuur	2016
ES8650	10004	0.01057578	Natuur	2016
DS7748	10006	0	Natuur	2016
FS3951	10003	0.014679466	Natuur	2016
ES3149	10007	3.69741e-07	Natuur	2016
ES8550	10006	0.55573523	Natuur	2016
FS9252	9999	0.000308961	Natuur	2016
DS7648	10005	1.69915e-07	Natuur	2016
FS3851	10003	0.004059232	Natuur	2016
ES3049	10007	2.08854e-06	Natuur	2016
ES8450	10005	0.236876875	Natuur	2016
FS9152	9999	7.34373e-05	Natuur	2016
DS7548	10007	6.19566e-07	Natuur	2016
FS3751	10002	0.074143268	Natuur	2016
ES2949	10007	4.78165e-05	Natuur	2016
ES8350	10008	0.000496533	Natuur	2016
FS9052	10000	0.03224292	Natuur	2016
DS7448	10007	0	Natuur	2016
FS3651	10004	0.047443274	Natuur	2016
ES2849	10008	4.81615e-06	Natuur	2016
ES8250	10006	0.000164721	Natuur	2016
FS8952	10000	0.01002233	Natuur	2016
DS7348	10007	9.993e-09	Natuur	2016
FS3551	10003	0.452068031	Natuur	2016
ES2749	10005	5.7971e-07	Natuur	2016
ES8150	10008	4.94005e-05	Natuur	2016
FS8852	9999	0.000511911	Natuur	2016
FS3451	10003	0.038296547	Natuur	2016
ES2649	10008	1.76659e-05	Natuur	2016
ES8050	10005	0.000111854	Natuur	2016
FS8752	10000	0.163185254	Natuur	2016
FS3351	10003	0.024034098	Natuur	2016
ES2549	10008	3.71902e-05	Natuur	2016
ES7950	10007	1.96163e-05	Natuur	2016
FS8652	9999	0.87468648	Natuur	2016
FS3251	10004	0.103784025	Natuur	2016
ES2449	10007	1.83572e-05	Natuur	2016
ES7850	10004	2.88884e-06	Natuur	2016
FS8552	9998	0.950230062	Natuur	2016
FS3151	10003	0.106482804	Natuur	2016
ES8560	10006	0.002648841	Natuur	2016
ES3159	10008	6.03717e-05	Natuur	2016
FS9262	9998	0.006472084	Natuur	2016
FS3861	10003	0.003676057	Natuur	2016
DS7658	10008	1.9984e-08	Natuur	2016
ES8460	10007	0.022523394	Natuur	2016
ES3059	10008	0.001034093	Natuur	2016
FS9162	9999	0.138620123	Natuur	2016
FS3761	10004	0.060077772	Natuur	2016
DS7558	10008	2.61191e-05	Natuur	2016
ES8360	10007	0.077023	Natuur	2016
ES2959	10008	0.000480106	Natuur	2016
FS9062	10000	0.018065359	Natuur	2016
DS7458	10007	7.68462e-06	Natuur	2016
ES6050	10007	0.024003068	Natuur	2016
FS6752	10000	0.00746397	Natuur	2016
ES0549	10008	0	Natuur	2016
DS7851	10008	0	Natuur	2016
FS4054	10002	0.120375797	Natuur	2016
ES3252	10008	3.69704e-07	Natuur	2016
ES8653	10007	0.004972989	Natuur	2016
FS9355	9998	0.047089931	Natuur	2016
DS7751	10007	4.40691e-06	Natuur	2016
FS3954	10003	0.0176573	Natuur	2016
ES3152	10007	3.9972e-08	Natuur	2016
ES8553	10007	0.00041407	Natuur	2016
FS9255	9998	0.0003001	Natuur	2016
DS7651	10008	0	Natuur	2016
FS3854	10003	0.028207414	Natuur	2016
ES3052	10008	1.08913e-05	Natuur	2016
ES8453	10007	0.003067093	Natuur	2016
FS9155	9998	7.20244e-05	Natuur	2016
DS7551	10007	8.89377e-07	Natuur	2016
FS3754	10003	0.349768162	Natuur	2016
ES2952	10007	6.75527e-06	Natuur	2016
ES8353	10004	0.000598751	Natuur	2016
FS9055	9998	0.001271314	Natuur	2016
ES8358	10006	0.008305008	Natuur	2016
FS9060	10001	0.001266323	Natuur	2016
FS2877	10004	0.000487815	Natuur	2016
ES7476	10008	0.328270644	Natuur	2016
ES2075	10009	5.06244e-05	Natuur	2016
FS2777	10005	0.000555432	Natuur	2016
ES7376	10007	0.004651864	Natuur	2016
ES1975	10008	0.000108483	Natuur	2016
FS2677	10004	0.003105878	Natuur	2016
ES7276	10007	0.062333688	Natuur	2016
ES1875	10008	2.89768e-07	Natuur	2016
FS2577	10005	0.046013158	Natuur	2016
ES1775	10010	5.40459e-06	Natuur	2016
ES7176	10007	0.089373007	Natuur	2016
FS2477	10006	0.002607236	Natuur	2016
ES1675	10008	0.000548131	Natuur	2016
ES7076	10006	0.287020504	Natuur	2016
FS7778	10001	0.013654874	Natuur	2016
FS2377	10005	0.063141629	Natuur	2016
FS4879	10004	0.001466534	Natuur	2016
ES9478	10007	4.84661e-06	Natuur	2016
ES4077	10007	0.001260597	Natuur	2016
FS4779	10002	0.0003522	Natuur	2016
ES9378	10005	0.021052593	Natuur	2016
ES3977	10008	0.001902778	Natuur	2016
FS4679	10004	0.002245812	Natuur	2016
ES9278	10007	0.017004907	Natuur	2016
ES3877	10010	0.000870489	Natuur	2016
FS4579	10003	0.000237859	Natuur	2016
ES9178	10006	0.003941485	Natuur	2016
ES3777	10008	0.00016251	Natuur	2016
FS4479	10003	0.009242587	Natuur	2016
ES9078	10007	0.064509459	Natuur	2016
FS4379	10004	0.080919042	Natuur	2016
ES8978	10005	0.008865608	Natuur	2016
FS4279	10003	0.133404061	Natuur	2016
ES8878	10008	1.59872e-07	Natuur	2016
FS4179	10004	0.014751221	Natuur	2016
ES0768	10008	0.001739119	Natuur	2016
ES6169	10007	0.004720625	Natuur	2016
FS6871	10001	0.039230283	Natuur	2016
FS1470	10005	0.013475383	Natuur	2016
ES0668	10009	0.001131172	Natuur	2016
ES6069	10007	0.001810033	Natuur	2016
FS6771	10003	0.205947489	Natuur	2016
FS1370	10005	0.00586065	Natuur	2016
ES0568	10007	0.009346168	Natuur	2016
ES5969	10008	0.001039698	Natuur	2016
FS6671	10001	0.350568533	Natuur	2016
FS1270	10005	0.005135342	Natuur	2016
ES0468	10008	8.72302e-05	Natuur	2016
ES5869	10008	0.001108853	Natuur	2016
FS6571	10002	0.578486562	Natuur	2016
FS1170	10006	0.021282101	Natuur	2016
ES0368	10008	2.23621e-05	Natuur	2016
ES5769	10006	0.58962518	Natuur	2016
FS6471	10002	0.951409936	Natuur	2016
FS1070	10004	0.013550309	Natuur	2016
ES0268	10008	3.15548e-05	Natuur	2016
ES5669	10007	0.00379935	Natuur	2016
FS6371	10002	0.973382175	Natuur	2016
FS0970	10006	9.63422e-06	Natuur	2016
ES0168	10008	0.000181605	Natuur	2016
ES5569	10008	0.002503357	Natuur	2016
FS6271	10002	0.965899289	Natuur	2016
FS0870	10006	3.31401e-05	Natuur	2016
ES0068	10009	7.33939e-05	Natuur	2016
ES5469	10008	0.000172622	Natuur	2016
FS6171	10003	0.944889247	Natuur	2016
FS0770	10005	0.000453403	Natuur	2016
DS9968	10008	0.000576399	Natuur	2016
ES5369	10008	2.92466e-05	Natuur	2016
FS6071	10001	0.710749149	Natuur	2016
FS0670	10005	3.71914e-05	Natuur	2016
DS9868	10008	3.64009e-05	Natuur	2016
ES5269	10008	0.000495284	Natuur	2016
FS5971	10003	0.023698902	Natuur	2016
FS0570	10005	0	Natuur	2016
DS9768	10009	8.61525e-05	Natuur	2016
ES5169	10007	0	Natuur	2016
FS5871	10002	0.039351884	Natuur	2016
FS0470	10006	1.36918e-06	Natuur	2016
DS9668	10008	0.000438369	Natuur	2016
ES5069	10008	0.000844634	Natuur	2016
FS5771	10002	0.096836917	Natuur	2016
FS0370	10005	0.003313983	Natuur	2016
DS9568	10008	2.39808e-07	Natuur	2016
ES4969	10008	0.000239888	Natuur	2016
FS5671	10002	0.528818429	Natuur	2016
DS9468	10009	7.3334e-06	Natuur	2016
FS0270	10005	0.003174303	Natuur	2016
ES4869	10008	0.00043749	Natuur	2016
FS5571	10003	0.276926398	Natuur	2016
DS9368	10009	4.79568e-05	Natuur	2016
FS0170	10005	0.001253243	Natuur	2016
ES4769	10008	0.056913417	Natuur	2016
FS5471	10003	0.06152197	Natuur	2016
DS9268	10008	4.63629e-06	Natuur	2016
FS0070	10006	0.001462582	Natuur	2016
ES4669	10008	0.043808252	Natuur	2016
FS0599	10007	1.02928e-05	Natuur	2016
FS0499	10007	0.000133037	Natuur	2016
FS0399	10007	6.86519e-06	Natuur	2016
FS0299	10008	0.000305106	Natuur	2016
FS0199	10007	0.194767416	Natuur	2016
FS0099	10008	0.041517243	Natuur	2016
ES9999	10008	0.022918474	Natuur	2016
ES9899	10007	0.000424243	Natuur	2016
FT0500	10007	9.91506e-05	Natuur	2016
FT0400	10004	0.004936346	Natuur	2016
FT0300	10006	0	Natuur	2016
FT0200	10007	7.08204e-05	Natuur	2016
FT0100	10006	0.0009506	Natuur	2016
FT0000	10007	0.001359748	Natuur	2016
ET9900	10007	0.00042877	Natuur	2016
ET9800	10007	0.000153073	Natuur	2016
ET9700	10006	0	Natuur	2016
FT4401	10005	0.003573084	Natuur	2016
FT4301	10004	0.05082573	Natuur	2016
FT4201	10005	0.000376922	Natuur	2016
FT4101	10006	4.15051e-05	Natuur	2016
FT4001	10004	0.023433467	Natuur	2016
FS2575	10004	0.053295795	Natuur	2016
ES1773	10005	0	Natuur	2016
ES7174	10005	0.003104708	Natuur	2016
FS7876	10000	0.189455464	Natuur	2016
FS2475	10004	0.050509728	Natuur	2016
ES1673	10007	2.89797e-07	Natuur	2016
ES7074	10006	0.000960574	Natuur	2016
DS8149	10007	4.59678e-07	Natuur	2016
FS4352	10001	0.057839178	Natuur	2016
ES3550	10006	2.11473e-05	Natuur	2016
ES8951	10005	0.003202099	Natuur	2016
DS8049	10008	0	Natuur	2016
FS4252	10003	0.024796421	Natuur	2016
ES3450	10008	7.9936e-08	Natuur	2016
ES8851	10005	6.76662e-05	Natuur	2016
DS7949	10008	0	Natuur	2016
